number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
3541	Graham	44	Nysa	2.4610	nan	0.1663	nan	0.0535	nan	0.15	nan	13.03	nan	nan	nan	14.03	0.111	0.07095	0.000563	0.044	0.0046
3543	Ningbo	24	Themis	3.1942	nan	0.1649	nan	0.0210	nan	0.15	nan	12.05	nan	nan	nan	21.59	0.334	0.04629	0.000716	0.082	0.0097
3556	Lixiaohua	3556	Lixiaohua	3.1538	nan	0.1982	nan	0.1767	nan	0.15	nan	12.86	nan	nan	nan	20.41	0.123	0.04895	0.000295	0.042	0.0059
3559	Violaumayer	nan	None	2.4846	nan	0.1412	nan	0.0845	nan	0.15	nan	14.06	nan	nan	nan	10.21	0.070	0.09782	0.000669	0.062	0.0116
3566	Levitan	nan	None	2.3608	nan	0.1574	nan	0.0530	nan	0.15	nan	13.16	nan	nan	nan	14.65	0.205	0.06779	0.000950	0.052	0.0048
3591	Vladimirskij	24	Themis	3.1571	nan	0.1526	nan	0.0245	nan	0.15	nan	12.26	nan	nan	nan	16.40	0.236	0.06072	0.000873	0.106	0.0154
3599	Basov	24	Themis	3.1667	nan	0.1436	nan	0.0271	nan	0.15	nan	12.45	nan	nan	nan	18.53	0.106	0.05385	0.000309	0.065	0.0049
3612	Peale	44	Nysa	2.4398	nan	0.1485	nan	0.0432	nan	0.15	nan	13.75	nan	nan	nan	11.30	0.123	0.08845	0.000965	0.039	0.0060
3615	Safronov	24	Themis	3.1597	nan	0.1535	nan	0.0239	nan	0.15	nan	11.60	nan	nan	nan	25.88	0.081	0.03859	0.000120	0.092	0.0077
3645	Fabini	nan	None	2.7005	nan	0.0470	nan	0.1436	nan	0.15	nan	12.47	nan	nan	nan	19.90	0.115	0.05023	0.000291	0.054	0.0109
3647	Dermott	nan	None	2.8004	nan	0.0666	nan	0.1222	nan	0.15	nan	11.69	nan	nan	nan	26.87	0.171	0.03685	0.000235	0.050	0.0028
3660	Lazarev	nan	None	3.2300	nan	0.0783	nan	0.1422	nan	0.15	nan	11.80	nan	nan	nan	26.97	0.143	0.03587	0.000190	0.045	0.0032
3705	Hotellasilla	24	Themis	3.1213	nan	0.1474	nan	0.0209	nan	0.15	nan	12.55	nan	nan	nan	18.39	0.117	0.05431	0.000345	0.057	0.0074
3728	IRAS	nan	None	2.6512	nan	0.1375	nan	0.3914	nan	0.15	nan	12.08	nan	nan	nan	24.16	0.092	0.04033	0.000154	0.039	0.0014
3735	Trebon	nan	None	3.1002	nan	0.1831	nan	0.1167	nan	0.15	nan	11.94	nan	nan	nan	21.06	0.298	0.04748	0.000673	0.088	0.0104
3740	Menge	nan	None	2.4644	nan	0.2422	nan	0.1098	nan	0.15	nan	14.11	nan	nan	nan	8.59	0.083	0.11637	0.001122	0.060	0.0111
3751	Kiang	nan	None	3.1414	nan	0.1185	nan	0.2455	nan	0.15	nan	11.83	nan	nan	nan	23.08	0.041	0.04313	0.000077	0.051	0.0026
3775	Ellenbeth	668	Dora	2.7875	nan	0.1944	nan	0.1351	nan	0.15	nan	12.95	nan	nan	nan	17.04	0.034	0.05858	0.000116	0.050	0.0023
3797	Ching-SungYu	24	Themis	3.2009	nan	0.1561	nan	0.0241	nan	0.15	nan	12.99	nan	nan	nan	11.69	1.800	0.08554	0.013172	0.098	0.0340
3814	Hoshi-no-mura	24	Themis	3.1451	nan	0.1481	nan	0.0183	nan	0.15	nan	12.49	nan	nan	nan	15.78	0.163	0.06340	0.000695	0.090	0.0183
3818	Gorlitsa	44	Nysa	2.3685	nan	0.1507	nan	0.0508	nan	0.15	nan	14.22	nan	nan	nan	8.75	0.167	0.11287	0.002153	0.053	0.0044
3834	Zappafrank	nan	None	2.5509	nan	0.2359	nan	0.2205	nan	0.15	nan	13.62	nan	nan	nan	9.96	0.168	0.10036	0.001695	0.066	0.0063
3848	Analucia	nan	None	2.4536	nan	0.1094	nan	0.0643	nan	0.15	nan	13.73	nan	nan	nan	9.85	0.063	0.10151	0.000649	0.070	0.0122
3872	Akirafujii	2262	Mitidika	2.6597	nan	0.2375	nan	0.2160	nan	0.15	nan	12.65	nan	nan	nan	13.11	0.292	0.06755	0.001526	0.055	0.0047
3881	Doumergua	44	Nysa	2.4478	nan	0.1533	nan	0.0549	nan	0.15	nan	13.09	nan	nan	nan	13.06	0.374	0.07623	0.002182	0.069	0.0106
3884	Alferov	24	Themis	3.1172	nan	0.1478	nan	0.0286	nan	0.15	nan	13.20	nan	nan	nan	13.39	0.076	0.07469	0.000424	0.058	0.0073
3889	Menshikov	569	Misa	2.6751	nan	0.1783	nan	0.0431	nan	0.15	nan	13.28	nan	nan	nan	14.12	0.203	0.07041	0.001011	0.054	0.0046
3921	Klement'ev	nan	None	2.6499	nan	0.2472	nan	0.1947	nan	0.15	nan	12.72	nan	nan	nan	16.54	0.030	0.06043	0.000110	0.039	0.0021
3922	Heather	nan	None	3.1419	nan	0.1653	nan	0.0460	nan	0.15	nan	12.88	nan	nan	nan	13.98	0.030	0.07151	0.000153	0.063	0.0052
3924	Birch	nan	None	2.6998	nan	0.0951	nan	0.1291	nan	0.15	nan	12.43	nan	nan	nan	16.48	0.206	0.06042	0.000756	0.083	0.0082
3933	Portugal	24	Themis	3.2264	nan	0.1258	nan	0.0254	nan	0.15	nan	12.51	nan	nan	nan	14.95	0.117	0.06689	0.000525	0.086	0.0081
3958	Komendantov	nan	None	2.4674	nan	0.1880	nan	0.0828	nan	0.15	nan	12.39	nan	nan	nan	6.04	0.251	0.16555	0.006886	0.596	0.0855
3962	Valyaev	24	Themis	3.1905	nan	0.1620	nan	0.0263	nan	0.15	nan	12.47	nan	nan	nan	16.22	0.226	0.06160	0.000857	0.088	0.0126
3981	Stodola	24	Themis	3.1646	nan	0.1588	nan	0.0230	nan	0.15	nan	12.07	nan	nan	nan	22.53	0.117	0.04422	0.000229	0.046	0.0022
3983	Sakiko	nan	None	2.4483	nan	0.1481	nan	0.0566	nan	0.15	nan	13.04	nan	nan	nan	17.71	0.297	0.05598	0.000939	0.054	0.0025
3997	Taga	44	Nysa	2.4250	nan	0.1481	nan	0.0461	nan	0.15	nan	13.70	nan	nan	nan	9.59	0.076	0.10421	0.000829	0.074	0.0073
3999	Aristarchus	nan	None	2.4589	nan	0.1540	nan	0.0597	nan	0.15	nan	12.74	nan	nan	nan	18.23	0.128	0.05483	0.000386	0.042	0.0040
4026	Beet	44	Nysa	2.4431	nan	0.1470	nan	0.0461	nan	0.15	nan	13.65	nan	nan	nan	13.23	0.114	0.07554	0.000649	0.040	0.0060
4049	Noragal'	nan	None	3.0754	nan	0.2604	nan	0.0182	nan	0.15	nan	12.39	nan	nan	nan	20.23	0.069	0.04919	0.000168	0.086	0.0023
4053	Cherkasov	nan	None	2.3384	nan	0.0344	nan	0.0829	nan	0.15	nan	13.49	nan	nan	nan	nan	nan	nan	nan	nan	nan
4098	Thraen	24	Themis	3.2059	nan	0.1519	nan	0.0297	nan	0.15	nan	13.03	nan	nan	nan	13.85	2.160	0.07220	0.011260	0.064	0.0480
4112	Hrabal	nan	None	3.1169	nan	0.0158	nan	0.2828	nan	0.15	nan	11.12	nan	nan	nan	46.37	0.064	0.02141	0.000030	0.025	0.0010
4126	Mashu	24	Themis	3.1942	nan	0.1531	nan	0.0332	nan	0.15	nan	12.43	nan	nan	nan	nan	nan	nan	nan	nan	nan
4136	Artmane	44	Nysa	2.3535	nan	0.1670	nan	0.0534	nan	0.15	nan	13.91	nan	nan	nan	10.95	0.177	0.09050	0.001462	0.059	0.0074
4139	Ul'yanin	24	Themis	3.1459	nan	0.1487	nan	0.0164	nan	0.15	nan	12.36	nan	nan	nan	12.73	0.261	0.07821	0.001607	0.094	0.0197
4152	Weber	nan	None	3.1739	nan	0.1279	nan	0.3041	nan	0.15	nan	12.15	nan	nan	nan	19.72	0.225	0.05061	0.000576	0.051	0.0030
4153	Roburnham	24	Themis	3.1516	nan	0.1671	nan	0.0142	nan	0.15	nan	12.41	nan	nan	nan	17.33	0.161	0.05770	0.000537	0.076	0.0060
4161	Amasis	nan	None	3.0677	nan	0.0693	nan	0.0551	nan	0.15	nan	13.36	nan	nan	nan	16.07	0.040	0.06221	0.000155	0.024	0.0039
4176	Sudek	24	Themis	3.1065	nan	0.1466	nan	0.0234	nan	0.15	nan	12.11	nan	nan	nan	18.83	0.229	0.05243	0.000638	0.046	0.0062
4187	Shulnazaria	24	Themis	3.0481	nan	0.1504	nan	0.0270	nan	0.15	nan	12.93	nan	nan	nan	14.11	0.085	0.07083	0.000428	0.070	0.0020
4198	Panthera	24	Themis	3.1267	nan	0.1424	nan	0.0208	nan	0.15	nan	13.17	nan	nan	nan	12.21	0.266	0.08186	0.001781	0.091	0.0149
4267	Basner	nan	None	2.3269	nan	0.1612	nan	0.0581	nan	0.15	nan	14.24	nan	nan	nan	2.73	0.098	0.36688	0.013188	0.602	0.0667
4281	Pounds	nan	None	2.4631	nan	0.0937	nan	0.0224	nan	0.15	nan	13.85	nan	nan	nan	9.68	0.066	0.10329	0.000704	0.053	0.0057
4297	Eichhorn	8	Flora	2.3354	nan	0.1639	nan	0.0866	nan	0.15	nan	13.21	nan	nan	nan	3.58	0.076	0.27852	0.005889	0.983	0.0333
4298	Jorgenunez	nan	None	3.0468	nan	0.2597	nan	0.0359	nan	0.15	nan	12.43	nan	nan	nan	16.48	0.044	0.06062	0.000162	0.059	0.0034
4304	Geichenko	nan	None	2.4522	nan	0.1186	nan	0.0677	nan	0.15	nan	14.18	nan	nan	nan	8.43	0.068	0.11862	0.000961	0.086	0.0061
4309	Marvin	nan	None	3.0068	nan	0.2336	nan	0.0331	nan	0.15	nan	13.83	nan	nan	nan	5.56	1.259	0.17908	0.040553	0.165	0.0885
4326	McNally	nan	None	3.0716	nan	0.2273	nan	0.0546	nan	0.15	nan	12.72	nan	nan	nan	16.00	0.091	0.06249	0.000355	0.055	0.0041
4347	Reger	nan	None	3.0528	nan	0.0982	nan	0.0117	nan	0.15	nan	12.46	nan	nan	nan	16.70	0.225	0.05990	0.000808	0.076	0.0086
4379	Snelling	702	Alauda	3.1693	nan	0.1202	nan	0.3708	nan	0.15	nan	11.96	nan	nan	nan	20.32	0.110	0.04888	0.000264	0.042	0.0024
4385	Elsasser	24	Themis	3.1777	nan	0.1439	nan	0.0153	nan	0.15	nan	13.01	nan	nan	nan	10.81	0.759	0.09248	0.006492	0.166	0.0371
4393	Dawe	24	Themis	3.2136	nan	0.1603	nan	0.0217	nan	0.15	nan	12.78	nan	nan	nan	14.72	0.405	0.06795	0.001870	0.082	0.0113
4412	Chephren	24	Themis	3.1381	nan	0.1341	nan	0.0243	nan	0.15	nan	13.00	nan	nan	nan	14.76	0.124	0.06774	0.000569	0.071	0.0021
4431	Holeungholee	nan	None	3.0602	nan	0.0856	nan	0.1991	nan	0.15	nan	11.79	nan	nan	nan	25.19	0.233	0.03810	0.000353	0.067	0.0035
4437	Yaroshenko	nan	None	2.4112	nan	0.1682	nan	0.0887	nan	0.15	nan	12.88	nan	nan	nan	4.74	0.216	0.21079	0.009598	0.595	0.0769
4458	Oizumi	44	Nysa	2.4427	nan	0.1563	nan	0.0576	nan	0.15	nan	13.38	nan	nan	nan	11.71	0.094	0.08524	0.000681	0.061	0.0080
4500	Pascal	nan	None	3.1567	nan	0.1702	nan	0.0379	nan	0.15	nan	12.71	nan	nan	nan	16.05	0.388	0.06199	0.001499	0.072	0.0064
4525	Johnbauer	2262	Mitidika	2.5742	nan	0.2203	nan	0.2154	nan	0.15	nan	13.53	nan	nan	nan	9.85	0.080	0.10096	0.000824	0.074	0.0028
4534	Rimskij-Korsakov	nan	None	2.7999	nan	0.1857	nan	0.1446	nan	0.15	nan	12.84	nan	nan	nan	15.81	0.231	0.06321	0.000922	0.064	0.0069
4540	Oriani	nan	None	2.6687	nan	0.2017	nan	0.1333	nan	0.15	nan	12.66	nan	nan	nan	15.62	0.175	0.06345	0.000710	0.067	0.0065
