number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
20665	1999UQ8	nan	None	3.1481	nan	0.0302	nan	0.1461	nan	0.15	nan	13.43	nan	nan	nan	nan	nan	nan	nan	nan	nan
20676	1999VA7	702	Alauda	3.2074	nan	0.1172	nan	0.3757	nan	0.15	nan	12.85	nan	nan	nan	17.53	0.240	0.05696	0.000780	0.038	0.0068
20762	2000EE36	137	Meliboea	3.1381	nan	0.1925	nan	0.2452	nan	0.15	nan	12.02	nan	nan	nan	24.27	0.048	0.04116	0.000082	0.074	0.0054
20868	2000VR39	nan	None	3.1610	nan	0.1602	nan	0.0650	nan	0.15	nan	13.81	nan	nan	nan	nan	nan	nan	nan	nan	nan
21148	Billramsey	2262	Mitidika	2.6887	nan	0.2280	nan	0.2110	nan	0.15	nan	13.82	nan	nan	nan	9.92	0.069	0.10080	0.000700	0.041	0.0074
21164	1993UZ7	nan	None	3.1659	nan	0.1131	nan	0.1162	nan	0.15	nan	13.11	nan	nan	nan	16.61	2.186	0.06018	0.007918	0.040	0.0181
21306	Marani	nan	None	2.7828	nan	0.1478	nan	0.2307	nan	0.15	nan	14.11	nan	nan	nan	7.94	0.390	0.12594	0.006186	0.085	0.0160
21320	1996XF31	nan	None	2.5917	nan	0.1655	nan	0.2757	nan	0.15	nan	13.93	nan	nan	nan	6.41	0.402	0.15613	0.009799	0.171	0.0537
21547	Kottapalli	24	Themis	3.1743	nan	0.1277	nan	0.0256	nan	0.15	nan	13.48	nan	nan	nan	11.29	2.290	0.08857	0.017966	0.066	0.0200
21565	1998QZ102	nan	None	2.8547	nan	0.2147	nan	0.0883	nan	0.15	nan	13.41	nan	nan	nan	12.53	0.165	0.07976	0.001053	0.045	0.0058
21578	1998SN27	nan	None	2.6515	nan	0.1468	nan	0.4670	nan	0.15	nan	13.00	nan	nan	nan	17.23	0.081	0.05802	0.000272	0.037	0.0011
21624	1999NA1	nan	None	2.7671	nan	0.1139	nan	0.2710	nan	0.15	nan	13.49	nan	nan	nan	9.29	0.057	0.10758	0.000659	0.085	0.0080
21681	1999RN32	490	Veritas	3.1741	nan	0.0607	nan	0.1570	nan	0.15	nan	13.59	nan	nan	nan	8.48	0.371	0.11792	0.005159	0.118	0.0094
21767	1999RB209	nan	None	3.1565	nan	0.1242	nan	0.1516	nan	0.15	nan	13.76	nan	nan	nan	5.31	0.245	0.18818	0.008676	0.189	0.0292
21772	1999RU211	nan	None	3.1470	nan	0.1692	nan	0.2105	nan	0.15	nan	13.24	nan	nan	nan	14.40	0.136	0.06941	0.000654	0.033	0.0029
21971	1999XG	145	Adeona	2.6514	nan	0.1706	nan	0.2040	nan	0.15	nan	14.25	nan	nan	nan	8.08	0.213	0.12331	0.003280	0.054	0.0085
22024	1999XY114	nan	None	2.6046	nan	0.1673	nan	0.2394	nan	0.15	nan	14.17	nan	nan	nan	5.87	0.204	0.16856	0.005854	0.135	0.0199
22053	2000AO17	145	Adeona	2.6599	nan	0.1646	nan	0.2035	nan	0.15	nan	13.17	nan	nan	nan	11.25	0.041	0.08798	0.000324	0.047	0.0043
22094	2000AQ200	375	Ursula	3.1723	nan	0.0824	nan	0.2761	nan	0.15	nan	13.49	nan	nan	nan	11.93	0.121	0.08380	0.000849	0.052	0.0044
22262	1980PZ2	25	Phocaea	2.3415	nan	0.2531	nan	0.4039	nan	0.15	nan	14.01	nan	nan	nan	7.26	0.905	0.13774	0.017167	0.065	0.0183
22339	1992OL3	nan	None	3.2345	nan	0.1016	nan	0.0309	nan	0.15	nan	14.04	nan	nan	nan	8.19	0.190	0.12206	0.002831	0.096	0.0181
22412	1995UQ4	nan	None	2.3603	nan	0.1536	nan	0.2222	nan	0.15	nan	13.29	nan	nan	nan	13.30	0.251	0.07483	0.001412	0.056	0.0061
22436	1996GO17	nan	None	3.0787	nan	0.1283	nan	0.2836	nan	0.15	nan	13.36	nan	nan	nan	nan	nan	nan	nan	nan	nan
22653	1998QW2	nan	None	2.7384	nan	0.3942	nan	0.6862	nan	0.15	nan	13.59	nan	nan	nan	7.43	0.171	0.13432	0.003082	0.139	0.0137
22662	1998QL18	10	Hygiea	3.1612	nan	0.1356	nan	0.0912	nan	0.15	nan	13.61	nan	nan	nan	8.10	0.940	0.12346	0.014327	0.118	0.0250
22737	1998SY139	nan	None	3.0997	nan	0.0401	nan	0.1923	nan	0.15	nan	12.83	nan	nan	nan	11.46	0.159	0.08724	0.001210	0.147	0.0082
22805	1999RR2	nan	None	3.1477	nan	0.1726	nan	0.3040	nan	0.15	nan	12.59	nan	nan	nan	15.73	0.078	0.06353	0.000313	0.082	0.0121
22955	1999TH251	nan	None	2.7762	nan	0.0908	nan	0.3848	nan	0.15	nan	13.09	nan	nan	nan	16.15	0.263	0.06123	0.000997	0.045	0.0021
23079	Munguia	44	Nysa	2.4318	nan	0.1515	nan	0.0433	nan	0.15	nan	14.95	nan	nan	nan	6.25	0.057	0.15985	0.001455	0.051	0.0016
23104	1999XK182	145	Adeona	2.6487	nan	0.1641	nan	0.2014	nan	0.15	nan	13.59	nan	nan	nan	11.80	0.094	0.08465	0.000674	0.041	0.0061
23106	1999XM191	nan	None	3.1690	nan	0.0243	nan	0.3804	nan	0.15	nan	12.87	nan	nan	nan	16.62	2.800	0.06017	0.010137	0.058	0.0320
23184	2000OD36	nan	None	2.4114	nan	0.2154	nan	0.3763	nan	0.15	nan	14.06	nan	nan	nan	8.98	0.070	0.11116	0.000870	0.057	0.0076
23196	2000RY59	nan	None	3.1334	nan	0.2205	nan	0.2422	nan	0.15	nan	13.46	nan	nan	nan	12.12	0.299	0.08248	0.002035	0.057	0.0050
23225	2000WD25	nan	None	2.4528	nan	0.2370	nan	0.1878	nan	0.15	nan	14.39	nan	nan	nan	6.74	0.119	0.14800	0.002607	0.081	0.0142
23236	2000WX100	nan	None	2.7342	nan	0.2428	nan	0.1454	nan	0.15	nan	13.79	nan	nan	nan	8.81	0.054	0.11348	0.000695	0.083	0.0159
23321	2001BY16	nan	None	2.7741	nan	0.1222	nan	0.2358	nan	0.15	nan	14.00	nan	nan	nan	4.17	0.233	0.23987	0.013406	0.337	0.0825
23347	5567P-L	nan	None	2.3148	nan	0.2060	nan	0.1221	nan	0.15	nan	15.04	nan	nan	nan	nan	nan	nan	nan	nan	nan
23466	1990DU4	nan	None	2.3384	nan	0.1631	nan	0.0544	nan	0.15	nan	14.71	nan	nan	nan	6.37	0.450	0.15169	0.010733	0.054	0.0095
23479	1991CG	137	Meliboea	3.1243	nan	0.1911	nan	0.2517	nan	0.15	nan	12.72	nan	nan	nan	14.98	0.223	0.06545	0.000976	0.067	0.0100
23619	1996JX7	nan	None	3.0628	nan	0.2513	nan	0.0281	nan	0.15	nan	14.63	nan	nan	nan	6.51	1.720	0.15361	0.040585	0.060	0.0360
23662	1997ES17	nan	None	2.4364	nan	0.2136	nan	0.0781	nan	0.15	nan	14.23	nan	nan	nan	4.82	1.090	0.20747	0.046917	0.206	0.1190
23769	Russellbabb	nan	None	2.4610	nan	0.1391	nan	0.1275	nan	0.15	nan	14.28	nan	nan	nan	7.10	0.315	0.14085	0.006249	0.080	0.0094
23870	1998RW75	nan	None	3.0436	nan	0.1605	nan	0.0260	nan	0.15	nan	13.46	nan	nan	nan	10.56	0.153	0.09472	0.001373	0.083	0.0148
24035	1999SJ2	nan	None	2.5417	nan	0.2311	nan	0.2371	nan	0.15	nan	14.27	nan	nan	nan	9.13	0.076	0.10911	0.000910	0.045	0.0050
24282	1999XB179	nan	None	3.2362	nan	0.0480	nan	0.2625	nan	0.15	nan	12.78	nan	nan	nan	18.22	1.174	0.05486	0.003535	0.047	0.0142
24716	1991RB19	nan	None	2.5435	nan	0.0737	nan	0.1918	nan	0.15	nan	14.15	nan	nan	nan	8.25	0.094	0.12094	0.001372	0.054	0.0056
24866	1996ER1	702	Alauda	3.2277	nan	0.0273	nan	0.3657	nan	0.15	nan	12.33	nan	nan	nan	20.37	0.242	0.04908	0.000582	0.067	0.0090
24963	1997UB11	702	Alauda	3.2166	nan	0.0377	nan	0.3657	nan	0.15	nan	12.81	nan	nan	nan	16.50	0.398	0.06062	0.001463	0.086	0.0087
24980	1998KF2	nan	None	2.4157	nan	0.1982	nan	0.3847	nan	0.15	nan	13.85	nan	nan	nan	10.08	0.039	0.09915	0.000383	0.065	0.0015
25000	Astrometria	nan	None	3.1549	nan	0.1426	nan	0.2404	nan	0.15	nan	12.81	nan	nan	nan	17.44	0.204	0.05696	0.000666	0.041	0.0043
25100	Zhaiweichao	nan	None	2.4298	nan	0.1337	nan	0.0841	nan	0.15	nan	14.99	nan	nan	nan	4.12	0.708	0.24205	0.041613	0.090	0.0374
25108	Bostrom	nan	None	2.6352	nan	0.1466	nan	0.1331	nan	0.15	nan	14.08	nan	nan	nan	6.75	0.292	0.14770	0.006386	0.114	0.0121
25453	1999XU11	nan	None	3.0544	nan	0.1159	nan	0.2535	nan	0.15	nan	12.69	nan	nan	nan	14.89	0.413	0.06717	0.001863	0.087	0.0112
25493	1999XG85	nan	None	2.5750	nan	0.2356	nan	0.2016	nan	0.15	nan	13.97	nan	nan	nan	8.25	1.172	0.10625	0.015135	0.034	0.0096
25521	Stevemorgan	nan	None	2.3446	nan	0.1431	nan	0.0621	nan	0.15	nan	15.12	nan	nan	nan	5.15	0.744	0.18282	0.026371	0.053	0.0160
25558	1999XT172	145	Adeona	2.6665	nan	0.1615	nan	0.1970	nan	0.15	nan	13.72	nan	nan	nan	10.42	0.086	0.09595	0.000791	0.068	0.0152
25590	1999XM238	nan	None	2.6343	nan	0.2539	nan	0.2273	nan	0.15	nan	14.32	nan	nan	nan	8.14	0.264	0.12142	0.003927	0.067	0.0076
25855	2000EA168	283	Emma	3.0444	nan	0.1104	nan	0.1570	nan	0.15	nan	13.82	nan	nan	nan	11.51	0.230	0.08685	0.001735	0.052	0.0034
25873	2000MK6	145	Adeona	2.6541	nan	0.1589	nan	0.2016	nan	0.15	nan	14.32	nan	nan	nan	9.16	1.594	0.10509	0.018264	0.041	0.0203
25915	Charlesmcguire	145	Adeona	2.6483	nan	0.1653	nan	0.2057	nan	0.15	nan	13.63	nan	nan	nan	11.31	0.507	0.08709	0.003897	0.058	0.0133
25991	2001FN78	nan	None	2.3151	nan	0.2727	nan	0.3825	nan	0.15	nan	14.42	nan	nan	nan	7.67	0.190	0.13009	0.003221	0.034	0.0032
26125	1992RG	nan	None	2.7464	nan	0.2472	nan	0.1415	nan	0.15	nan	13.18	nan	nan	nan	12.07	0.118	0.08195	0.000803	0.072	0.0020
26292	1998SJ109	nan	None	2.6850	nan	0.1904	nan	0.2626	nan	0.15	nan	14.40	nan	nan	nan	7.84	0.275	0.12749	0.004468	0.037	0.0059
26561	2000EV37	nan	None	3.3830	nan	0.1371	nan	0.1435	nan	0.15	nan	13.07	nan	nan	nan	nan	nan	nan	nan	nan	nan
26623	2000GK82	nan	None	3.1822	nan	0.2346	nan	0.1974	nan	0.15	nan	13.28	nan	nan	nan	13.05	0.264	0.07593	0.001537	0.068	0.0113
26757	Bastei	nan	None	2.5850	nan	0.2005	nan	0.2557	nan	0.15	nan	14.43	nan	nan	nan	6.10	0.028	0.16379	0.000751	0.078	0.0124
26806	Kushiike	137	Meliboea	3.1299	nan	0.2004	nan	0.2542	nan	0.15	nan	13.80	nan	nan	nan	11.09	1.995	0.08924	0.016042	0.046	0.0218
26807	1982RK1	752	Sulamitis	2.4731	nan	0.0916	nan	0.0875	nan	0.15	nan	14.09	nan	nan	nan	10.42	1.162	0.09427	0.010507	0.039	0.0098
26834	1990RM9	nan	None	2.4054	nan	0.2204	nan	0.1165	nan	0.15	nan	14.75	nan	nan	nan	6.00	0.078	0.16652	0.002151	0.075	0.0134
26907	1996EV	nan	None	2.3383	nan	0.1670	nan	0.2167	nan	0.15	nan	14.58	nan	nan	nan	6.39	0.072	0.15640	0.001753	0.069	0.0058
27005	Dariaguidetti	nan	None	2.4005	nan	0.2386	nan	0.1737	nan	0.15	nan	14.45	nan	nan	nan	6.21	0.041	0.16028	0.001055	0.083	0.0041
27189	1999CF51	nan	None	3.3810	nan	0.0720	nan	0.1477	nan	0.15	nan	12.97	nan	nan	nan	15.87	0.146	0.06302	0.000580	0.058	0.0091
27220	1999FN25	nan	None	3.1542	nan	0.1397	nan	0.1915	nan	0.15	nan	12.62	nan	nan	nan	15.38	0.071	0.06502	0.000300	0.083	0.0135
27312	Sconantgilbert	nan	None	2.6112	nan	0.0990	nan	0.1398	nan	0.15	nan	14.37	nan	nan	nan	7.00	0.367	0.14286	0.007490	0.083	0.0144
27432	Kevinconley	nan	None	2.6122	nan	0.1704	nan	0.0699	nan	0.15	nan	14.85	nan	nan	nan	5.42	1.129	0.18464	0.038491	0.059	0.0269
27505	Catieblazek	nan	None	2.6117	nan	0.1440	nan	0.1415	nan	0.15	nan	14.47	nan	nan	nan	7.74	0.079	0.12908	0.001313	0.058	0.0076
27555	2000JT43	221	Eos	3.0742	nan	0.0816	nan	0.1692	nan	0.15	nan	13.98	nan	nan	nan	9.05	0.192	0.11045	0.002342	0.094	0.0213
27723	1990QA	nan	None	3.0952	nan	0.2024	nan	0.3201	nan	0.15	nan	12.57	nan	nan	nan	18.12	0.304	0.05501	0.000922	0.060	0.0071
27740	Obatomoyuki	nan	None	2.3953	nan	0.1753	nan	0.1781	nan	0.15	nan	14.58	nan	nan	nan	4.80	0.189	0.20419	0.008061	0.089	0.0194
27788	1993AS	702	Alauda	3.1754	nan	0.1129	nan	0.3808	nan	0.15	nan	12.99	nan	nan	nan	13.49	0.090	0.07411	0.000494	0.065	0.0129
27815	1993SA1	nan	None	2.5775	nan	0.2451	nan	0.2113	nan	0.15	nan	14.15	nan	nan	nan	7.99	1.124	0.12345	0.017351	0.063	0.0215
27891	1996HY	145	Adeona	2.6410	nan	0.1659	nan	0.2024	nan	0.15	nan	14.13	nan	nan	nan	8.90	0.178	0.11237	0.002254	0.068	0.0152
27916	1996VX1	nan	None	2.8842	nan	0.0808	nan	0.2103	nan	0.15	nan	13.51	nan	nan	nan	nan	nan	nan	nan	nan	nan
28308	1999CA81	nan	None	2.5983	nan	0.1635	nan	0.2637	nan	0.15	nan	14.28	nan	nan	nan	6.22	1.910	0.16077	0.049369	0.089	0.0540
28309	Ericfein	nan	None	2.3887	nan	0.1746	nan	0.0932	nan	0.15	nan	14.38	nan	nan	nan	8.30	0.025	0.12055	0.000363	0.036	0.0073
28328	1999CN125	145	Adeona	2.6742	nan	0.1746	nan	0.2006	nan	0.15	nan	13.98	nan	nan	nan	9.17	0.275	0.10853	0.003256	0.068	0.0108
28355	1999FW33	nan	None	3.1993	nan	0.0900	nan	0.1033	nan	0.15	nan	13.66	nan	nan	nan	10.32	0.170	0.09691	0.001597	0.072	0.0162
28424	1999XA	313	Chaldaea	2.4185	nan	0.2249	nan	0.1868	nan	0.15	nan	14.32	nan	nan	nan	6.54	0.138	0.15216	0.003200	0.072	0.0086
28546	2000EE20	490	Veritas	3.1655	nan	0.0616	nan	0.1635	nan	0.15	nan	12.64	nan	nan	nan	17.12	0.318	0.05813	0.001078	0.059	0.0054
28691	2000GC76	nan	None	2.6774	nan	0.1225	nan	0.0901	nan	0.15	nan	13.71	nan	nan	nan	nan	nan	nan	nan	nan	nan
28962	2001FL117	nan	None	3.1104	nan	0.1323	nan	0.3999	nan	0.15	nan	12.94	nan	nan	nan	16.55	0.151	0.06043	0.000552	0.041	0.0081
29201	1991GO4	145	Adeona	2.6574	nan	0.1560	nan	0.1947	nan	0.15	nan	13.86	nan	nan	nan	10.20	0.697	0.08992	0.006085	0.049	0.0069
29210	Robertbrown	nan	None	2.8089	nan	0.1413	nan	0.2405	nan	0.15	nan	13.81	nan	nan	nan	9.10	0.096	0.10955	0.001154	0.076	0.0080
29475	1997UF11	25	Phocaea	2.3567	nan	0.2144	nan	0.3886	nan	0.15	nan	13.98	nan	nan	nan	9.18	0.124	0.10887	0.001472	0.048	0.0070
29495	1997WU7	nan	None	2.5438	nan	0.2337	nan	0.2242	nan	0.15	nan	13.74	nan	nan	nan	11.38	0.062	0.08788	0.000478	0.058	0.0014
29564	1998ED6	nan	None	3.1017	nan	0.1755	nan	0.2540	nan	0.15	nan	11.92	nan	nan	nan	26.93	0.232	0.03706	0.000320	0.041	0.0039
29577	1998FA53	10	Hygiea	3.2108	nan	0.1272	nan	0.0984	nan	0.15	nan	13.32	nan	nan	nan	11.75	0.299	0.08508	0.002165	0.073	0.0044
29757	1999CH8	145	Adeona	2.6308	nan	0.1580	nan	0.2013	nan	0.15	nan	13.48	nan	nan	nan	12.36	0.706	0.07906	0.004516	0.058	0.0102
29769	1999CE28	145	Adeona	2.6777	nan	0.1688	nan	0.2025	nan	0.15	nan	12.32	nan	nan	nan	24.47	0.125	0.04036	0.000206	0.035	0.0050
29853	1999FZ26	nan	None	3.0178	nan	0.0858	nan	0.1112	nan	0.15	nan	13.37	nan	nan	nan	12.00	0.125	0.08335	0.000868	0.080	0.0066
29890	1999GH37	137	Meliboea	3.1465	nan	0.2154	nan	0.2599	nan	0.15	nan	13.36	nan	nan	nan	14.34	0.035	0.06973	0.000170	0.040	0.0038
29953	1999JW86	nan	None	3.0166	nan	0.1109	nan	0.1707	nan	0.15	nan	13.39	nan	nan	nan	6.94	0.245	0.14411	0.005088	0.211	0.0212
29993	2000AD55	24	Themis	3.1986	nan	0.1519	nan	0.0222	nan	0.15	nan	13.46	nan	nan	nan	9.17	0.346	0.10909	0.004117	0.110	0.0193
29997	2000AE127	84	Klio	2.3343	nan	0.2041	nan	0.1770	nan	0.15	nan	14.76	nan	nan	nan	6.62	0.122	0.15100	0.002777	0.063	0.0078
30262	2000HP41	nan	None	2.6886	nan	0.2678	nan	0.2240	nan	0.15	nan	13.55	nan	nan	nan	10.24	1.394	0.08099	0.010874	0.045	0.0166
30293	2000HO72	nan	None	2.7232	nan	0.0443	nan	0.1019	nan	0.15	nan	14.49	nan	nan	nan	6.35	0.255	0.15755	0.006330	0.084	0.0119
30376	2000JE65	145	Adeona	2.6654	nan	0.1651	nan	0.2015	nan	0.15	nan	13.50	nan	nan	nan	11.71	1.297	0.07775	0.008577	0.049	0.0213
30393	2000KN30	nan	None	2.6617	nan	0.1972	nan	0.0723	nan	0.15	nan	13.81	nan	nan	nan	9.69	0.215	0.10271	0.002275	0.057	0.0064
30401	2000KO47	375	Ursula	3.2140	nan	0.0804	nan	0.2774	nan	0.15	nan	12.69	nan	nan	nan	15.28	0.091	0.06543	0.000389	0.081	0.0115
30517	2001LJ15	87	Sylvia	3.4766	nan	0.0549	nan	0.1716	nan	0.15	nan	12.94	nan	nan	nan	14.99	0.243	0.06670	0.001081	0.050	0.0087
30724	Peterburgtrista	702	Alauda	3.1739	nan	0.0264	nan	0.3683	nan	0.15	nan	12.05	nan	nan	nan	21.73	0.212	0.04511	0.000440	0.081	0.0044
30844	Hukeller	nan	None	2.6731	nan	0.2351	nan	0.4683	nan	0.15	nan	14.08	nan	nan	nan	9.98	0.992	0.09471	0.009362	0.042	0.0097
30888	Okitsumisaki	nan	None	2.8708	nan	0.2279	nan	0.0889	nan	0.15	nan	13.98	nan	nan	nan	9.53	0.258	0.10254	0.002780	0.049	0.0095
31484	1999CC49	nan	None	2.9375	nan	0.2563	nan	0.2662	nan	0.15	nan	13.87	nan	nan	nan	9.89	0.072	0.10104	0.000735	0.065	0.0050
31485	1999CM51	nan	None	2.6547	nan	0.1700	nan	0.2606	nan	0.15	nan	13.23	nan	nan	nan	9.79	0.050	0.10217	0.000520	0.129	0.0126
31673	1999JZ8	nan	None	2.3997	nan	0.1940	nan	0.1485	nan	0.15	nan	14.33	nan	nan	nan	8.67	0.026	0.11521	0.000348	0.052	0.0032
31810	1999NR38	nan	None	2.8740	nan	0.1468	nan	0.1455	nan	0.15	nan	13.28	nan	nan	nan	13.54	0.632	0.07334	0.003423	0.051	0.0096
31828	1999VU199	nan	None	3.0881	nan	0.2416	nan	0.2700	nan	0.15	nan	12.67	nan	nan	nan	17.48	0.754	0.05696	0.002458	0.061	0.0193
31878	2000FR7	nan	None	2.4382	nan	0.1796	nan	0.2183	nan	0.15	nan	14.82	nan	nan	nan	4.48	1.120	0.22321	0.055804	0.127	0.0740
31915	2000GA66	nan	None	2.5803	nan	0.2743	nan	0.2128	nan	0.15	nan	14.83	nan	nan	nan	5.87	0.065	0.17049	0.001888	0.053	0.0089
32173	2000NF12	nan	None	2.9792	nan	0.1602	nan	0.2546	nan	0.15	nan	13.34	nan	nan	nan	10.92	0.288	0.09157	0.002415	0.093	0.0146
32445	2000RC104	145	Adeona	2.6294	nan	0.1604	nan	0.2020	nan	0.15	nan	13.49	nan	nan	nan	11.15	0.202	0.08965	0.001622	0.090	0.0122
32484	2000TV29	nan	None	2.5786	nan	0.1823	nan	0.3132	nan	0.15	nan	13.34	nan	nan	nan	14.02	0.133	0.06889	0.000652	0.045	0.0049
32507	2001LR15	668	Dora	2.7920	nan	0.1982	nan	0.1369	nan	0.15	nan	14.68	nan	nan	nan	7.02	0.084	0.14175	0.001695	0.060	0.0076
32527	Junko	1726	Hoffmeister	2.7847	nan	0.0471	nan	0.0759	nan	0.15	nan	13.59	nan	nan	nan	11.40	0.132	0.08768	0.001014	0.062	0.0096
32529	2001PD7	668	Dora	2.7926	nan	0.1960	nan	0.1378	nan	0.15	nan	14.79	nan	nan	nan	6.67	0.160	0.14989	0.003602	0.069	0.0034
32555	2001QZ29	nan	None	2.6628	nan	0.2912	nan	0.2034	nan	0.15	nan	13.67	nan	nan	nan	10.27	0.372	0.09686	0.003505	0.071	0.0108
32605	Lucy	nan	None	2.9975	nan	0.2323	nan	0.0830	nan	0.15	nan	14.21	nan	nan	nan	7.22	0.034	0.13849	0.000649	0.061	0.0040
32607	2001QH220	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	14.10	nan	nan	nan	6.16	0.190	0.16247	0.005015	0.154	0.0177
32815	1991GK1	44	Nysa	2.4319	nan	0.1510	nan	0.0483	nan	0.15	nan	14.53	nan	nan	nan	6.98	0.042	0.14317	0.000860	0.057	0.0071
32883	1993RJ7	44	Nysa	2.3947	nan	0.1496	nan	0.0456	nan	0.15	nan	15.03	nan	nan	nan	6.01	0.061	0.16633	0.001682	0.059	0.0046
33017	Wronski	nan	None	3.1579	nan	0.0690	nan	0.1615	nan	0.15	nan	12.98	nan	nan	nan	16.88	0.193	0.05926	0.000678	0.045	0.0077
33092	1997YR1	2262	Mitidika	2.5540	nan	0.2435	nan	0.2136	nan	0.15	nan	14.25	nan	nan	nan	7.63	0.194	0.12995	0.003293	0.075	0.0048
33279	1998HA120	nan	None	3.0745	nan	0.0942	nan	0.1917	nan	0.15	nan	13.76	nan	nan	nan	9.49	0.027	0.10541	0.000300	0.071	0.0162
33325	1998RH3	434	Hungaria	1.9373	nan	0.0691	nan	0.3800	nan	0.15	nan	14.86	nan	nan	nan	1.62	0.194	0.61652	0.073739	0.612	0.2040
33503	Dasilvaborges	nan	None	2.3879	nan	0.1160	nan	0.0353	nan	0.15	nan	14.42	nan	nan	nan	6.62	0.053	0.15112	0.001209	0.078	0.0148
33698	1999KP12	nan	None	2.7148	nan	0.1418	nan	0.2058	nan	0.15	nan	14.24	nan	nan	nan	8.51	0.098	0.11751	0.001352	0.061	0.0062
33760	1999RE74	nan	None	3.1743	nan	0.1331	nan	0.0328	nan	0.15	nan	13.73	nan	nan	nan	9.72	0.109	0.10292	0.001212	0.079	0.0111
33864	2000JP12	44	Nysa	2.4237	nan	0.1681	nan	0.0570	nan	0.15	nan	15.31	nan	nan	nan	4.89	0.331	0.20437	0.013825	0.081	0.0078
33894	2000KM30	nan	None	3.1338	nan	0.1559	nan	0.2179	nan	0.15	nan	13.60	nan	nan	nan	12.86	0.213	0.07772	0.001288	0.036	0.0046
33901	2000KJ56	nan	None	2.4693	nan	0.1686	nan	0.1758	nan	0.15	nan	14.48	nan	nan	nan	4.70	0.105	0.21299	0.004763	0.184	0.0438
33903	2000KH68	nan	None	2.7569	nan	0.2906	nan	0.2845	nan	0.15	nan	13.00	nan	nan	nan	16.99	1.921	0.05767	0.006519	0.039	0.0128
34108	2000PN23	nan	None	2.9731	nan	0.2047	nan	0.0154	nan	0.15	nan	14.63	nan	nan	nan	6.16	0.358	0.16247	0.009450	0.074	0.0112
34371	2000RC43	nan	None	3.1104	nan	0.1639	nan	0.1999	nan	0.15	nan	13.08	nan	nan	nan	14.75	0.343	0.06483	0.001509	0.044	0.0074
34440	2000SV46	137	Meliboea	3.1465	nan	0.2131	nan	0.2562	nan	0.15	nan	12.79	nan	nan	nan	17.60	0.299	0.05520	0.000940	0.057	0.0021
34638	2000VV54	nan	None	3.0757	nan	0.1829	nan	0.2273	nan	0.15	nan	13.57	nan	nan	nan	11.11	0.053	0.09001	0.000427	0.067	0.0027
34669	2000YO5	nan	None	3.0538	nan	0.2372	nan	0.3857	nan	0.15	nan	12.77	nan	nan	nan	16.17	0.113	0.06179	0.000430	0.056	0.0051
34674	2000YE78	nan	None	3.1289	nan	0.1708	nan	0.2336	nan	0.15	nan	13.01	nan	nan	nan	16.12	0.117	0.06186	0.000449	0.052	0.0016
34846	Vincent	31	Euphrosyne	3.1654	nan	0.2032	nan	0.4458	nan	0.15	nan	13.71	nan	nan	nan	9.78	0.146	0.10222	0.001521	0.069	0.0113
34916	4595P-L	44	Nysa	2.3853	nan	0.1523	nan	0.0474	nan	0.15	nan	15.86	nan	nan	nan	4.42	0.276	0.21825	0.013594	0.039	0.0123
35145	1993AM	145	Adeona	2.6850	nan	0.1663	nan	0.1998	nan	0.15	nan	14.33	nan	nan	nan	6.86	0.202	0.14566	0.004291	0.071	0.0080
35358	Lorifini	313	Chaldaea	2.4186	nan	0.2308	nan	0.1905	nan	0.15	nan	15.39	nan	nan	nan	5.86	0.022	0.17054	0.000640	0.047	0.0096
35369	1997UJ11	nan	None	2.3283	nan	0.1649	nan	0.3944	nan	0.15	nan	13.91	nan	nan	nan	12.22	0.076	0.08151	0.000510	0.036	0.0026
35406	1997YH8	nan	None	2.1138	nan	0.2282	nan	0.1497	nan	0.15	nan	14.32	nan	nan	nan	7.69	1.324	0.10898	0.018567	0.031	0.0100
35509	1998FK44	nan	None	2.9024	nan	0.2607	nan	0.0865	nan	0.15	nan	14.40	nan	nan	nan	7.78	1.581	0.12706	0.025832	0.052	0.0258
35759	1999HQ	nan	None	2.4203	nan	0.1572	nan	0.0585	nan	0.15	nan	14.84	nan	nan	nan	6.43	0.269	0.15532	0.006485	0.064	0.0083
35856	1999JG64	nan	None	2.2822	nan	0.1792	nan	0.0835	nan	0.15	nan	14.94	nan	nan	nan	6.25	0.063	0.15955	0.001620	0.075	0.0125
35919	1999JY99	nan	None	2.9112	nan	0.0368	nan	0.2065	nan	0.15	nan	13.58	nan	nan	nan	11.47	0.214	0.08714	0.001622	0.066	0.0166
36018	1999NA46	702	Alauda	3.1984	nan	0.1264	nan	0.3880	nan	0.15	nan	13.22	nan	nan	nan	13.20	0.098	0.07577	0.000562	0.037	0.0030
36145	1999RK178	nan	None	3.1719	nan	0.0157	nan	0.2663	nan	0.15	nan	13.23	nan	nan	nan	12.32	0.196	0.08103	0.001289	0.061	0.0051
36227	1999UR5	nan	None	3.2330	nan	0.1266	nan	0.2032	nan	0.15	nan	13.05	nan	nan	nan	15.04	0.113	0.06650	0.000500	0.040	0.0047
36735	2000RF55	nan	None	3.0973	nan	0.2015	nan	0.2530	nan	0.15	nan	12.59	nan	nan	nan	18.59	0.154	0.05360	0.000444	0.039	0.0018
