number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
71225	1999YU13	nan	None	3.0896	nan	0.1486	nan	0.0474	nan	0.15	nan	13.73	nan	nan	nan	10.68	0.249	0.09362	0.002182	0.062	0.0143
71369	2000AJ139	145	Adeona	2.6777	nan	0.1671	nan	0.2014	nan	0.15	nan	14.19	nan	nan	nan	8.27	0.296	0.12093	0.004329	0.074	0.0148
71489	Dynamocamp	24	Themis	3.1589	nan	0.1530	nan	0.0234	nan	0.15	nan	13.94	nan	nan	nan	8.13	0.316	0.12294	0.004776	0.081	0.0098
71547	2000DB3	375	Ursula	3.1957	nan	0.0568	nan	0.2756	nan	0.15	nan	12.97	nan	nan	nan	13.30	0.152	0.07519	0.000859	0.091	0.0181
71631	2000EX75	nan	None	2.7301	nan	0.1625	nan	0.2478	nan	0.15	nan	14.13	nan	nan	nan	6.29	0.351	0.15890	0.008883	0.148	0.0236
73283	2002JW62	145	Adeona	2.6449	nan	0.1661	nan	0.1983	nan	0.15	nan	15.12	nan	nan	nan	4.82	0.165	0.20651	0.007071	0.084	0.0117
73295	2002JM67	nan	None	3.1899	nan	0.1807	nan	0.2962	nan	0.15	nan	13.65	nan	nan	nan	10.55	0.573	0.09461	0.005139	0.046	0.0162
73734	1993OT12	nan	None	2.7147	nan	0.2331	nan	0.5135	nan	0.15	nan	14.45	nan	nan	nan	7.19	0.331	0.13738	0.006323	0.067	0.0038
73844	1996PF4	702	Alauda	3.1490	nan	0.0943	nan	0.3726	nan	0.15	nan	13.20	nan	nan	nan	11.19	0.122	0.08929	0.000973	0.086	0.0133
74466	1999CS41	668	Dora	2.7874	nan	0.1961	nan	0.1369	nan	0.15	nan	14.29	nan	nan	nan	8.37	0.394	0.11910	0.005604	0.061	0.0123
74521	1999FF36	nan	None	3.0973	nan	0.1773	nan	0.1546	nan	0.15	nan	14.54	nan	nan	nan	nan	nan	nan	nan	nan	nan
74749	1999RK195	25	Phocaea	2.3087	nan	0.1693	nan	0.3996	nan	0.15	nan	14.53	nan	nan	nan	5.79	0.133	0.15899	0.003689	0.049	0.0070
75447	1999XJ135	nan	None	2.5698	nan	0.1760	nan	0.4629	nan	0.15	nan	14.57	nan	nan	nan	6.47	0.122	0.15457	0.002918	0.095	0.0144
76197	2000EK47	nan	None	2.7519	nan	0.1997	nan	0.0820	nan	0.15	nan	14.53	nan	nan	nan	6.82	0.388	0.14655	0.008349	0.069	0.0092
76266	2000EE105	nan	None	3.2325	nan	0.0227	nan	0.2540	nan	0.15	nan	13.66	nan	nan	nan	11.25	0.098	0.08887	0.000774	0.061	0.0105
76312	2000ER138	702	Alauda	3.1445	nan	0.0362	nan	0.3795	nan	0.15	nan	13.17	nan	nan	nan	14.10	0.116	0.07093	0.000584	0.067	0.0089
76443	2000FS31	nan	None	2.6645	nan	0.2316	nan	0.1992	nan	0.15	nan	15.31	nan	nan	nan	6.44	0.280	0.15450	0.006722	0.038	0.0053
76462	2000FP44	nan	None	3.1253	nan	0.1432	nan	0.2833	nan	0.15	nan	13.70	nan	nan	nan	10.25	0.278	0.09739	0.002637	0.073	0.0059
76583	2000GF136	702	Alauda	3.2193	nan	0.0365	nan	0.3676	nan	0.15	nan	12.83	nan	nan	nan	16.13	0.158	0.06180	0.000606	0.065	0.0077
76792	2000LR24	nan	None	2.6441	nan	0.1870	nan	0.3912	nan	0.15	nan	14.48	nan	nan	nan	7.36	1.700	0.13587	0.031383	0.052	0.0270
76801	2000PF24	nan	None	3.1869	nan	0.1313	nan	0.3008	nan	0.15	nan	12.78	nan	nan	nan	17.28	0.086	0.05774	0.000289	0.050	0.0047
77155	2001ES10	nan	None	2.8361	nan	0.1780	nan	0.1106	nan	0.15	nan	14.63	nan	nan	nan	7.08	0.175	0.14130	0.003501	0.060	0.0087
77918	2002BP21	434	Hungaria	1.9485	nan	0.0693	nan	0.3606	nan	0.15	nan	15.12	nan	nan	nan	1.58	0.169	0.63452	0.068042	0.855	0.1597
78289	2002PG50	1668	Hanna	2.7740	nan	0.1804	nan	0.0728	nan	0.15	nan	15.40	nan	nan	nan	4.96	0.242	0.20178	0.009847	0.066	0.0124
78901	2003ST66	nan	None	3.1067	nan	0.2169	nan	0.1917	nan	0.15	nan	14.37	nan	nan	nan	5.10	0.381	0.19600	0.014637	0.118	0.0296
79187	1993QL8	nan	None	2.7385	nan	0.2633	nan	0.2241	nan	0.15	nan	15.98	nan	nan	nan	3.40	0.901	0.29377	0.077758	0.061	0.0326
79998	1999FH27	668	Dora	2.8012	nan	0.1967	nan	0.1361	nan	0.15	nan	14.71	nan	nan	nan	7.05	0.349	0.14168	0.007024	0.055	0.0087
80034	1999JQ21	702	Alauda	3.1018	nan	0.1170	nan	0.3896	nan	0.15	nan	13.36	nan	nan	nan	10.79	0.137	0.09265	0.001180	0.080	0.0070
80757	2000CS52	nan	None	2.3773	nan	0.2379	nan	0.1524	nan	0.15	nan	14.66	nan	nan	nan	5.47	0.403	0.17280	0.012724	0.046	0.0096
82348	2001LB19	145	Adeona	2.6325	nan	0.1636	nan	0.2025	nan	0.15	nan	14.64	nan	nan	nan	6.72	0.040	0.14877	0.000885	0.070	0.0098
82380	2001MU17	nan	None	2.9337	nan	0.1835	nan	0.2703	nan	0.15	nan	13.66	nan	nan	nan	11.63	0.095	0.08587	0.000703	0.054	0.0055
82773	2001QJ15	nan	None	2.6149	nan	0.1096	nan	0.2116	nan	0.15	nan	14.35	nan	nan	nan	7.39	0.080	0.13516	0.001457	0.050	0.0096
82899	2001QS90	2	Pallas	2.7397	nan	0.2661	nan	0.5323	nan	0.15	nan	14.01	nan	nan	nan	6.74	0.246	0.14834	0.005435	0.136	0.0188
85193	1991RD19	nan	None	2.2116	nan	0.1929	nan	0.0612	nan	0.15	nan	16.02	nan	nan	nan	3.72	0.140	0.26430	0.009923	0.043	0.0054
85671	1998QH67	31	Euphrosyne	3.1603	nan	0.1941	nan	0.4467	nan	0.15	nan	13.98	nan	nan	nan	9.85	1.288	0.10121	0.013235	0.053	0.0244
85678	1998RZ7	nan	None	2.2409	nan	0.1793	nan	0.0908	nan	0.15	nan	15.80	nan	nan	nan	4.35	0.131	0.22769	0.006844	0.047	0.0086
85833	1998XD68	nan	None	2.8039	nan	0.1240	nan	0.2574	nan	0.15	nan	14.32	nan	nan	nan	5.06	0.367	0.19759	0.014328	0.190	0.0173
85849	1999AW	nan	None	2.3579	nan	0.1880	nan	0.0915	nan	0.15	nan	15.09	nan	nan	nan	nan	nan	nan	nan	nan	nan
85950	1999FQ7	nan	None	2.3896	nan	0.2437	nan	0.4264	nan	0.15	nan	14.38	nan	nan	nan	7.89	0.172	0.12540	0.002734	0.054	0.0121
86022	1999KJ14	nan	None	2.9795	nan	0.1880	nan	0.1607	nan	0.15	nan	14.40	nan	nan	nan	9.07	0.052	0.10953	0.000623	0.048	0.0050
86134	1999RZ171	nan	None	2.8463	nan	0.1986	nan	0.1029	nan	0.15	nan	14.17	nan	nan	nan	9.18	1.272	0.10128	0.013997	0.038	0.0128
86171	1999RO211	31	Euphrosyne	3.1833	nan	0.2029	nan	0.4480	nan	0.15	nan	13.73	nan	nan	nan	10.43	0.076	0.09587	0.000698	0.040	0.0045
86429	2000BJ29	nan	None	3.2202	nan	0.1075	nan	0.2946	nan	0.15	nan	13.54	nan	nan	nan	11.16	0.198	0.08962	0.001593	0.052	0.0057
86703	2000FC61	nan	None	2.3062	nan	0.2241	nan	0.1649	nan	0.15	nan	15.34	nan	nan	nan	4.37	0.037	0.22888	0.001933	0.079	0.0067
87024	2000JS66	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	18.70	nan	nan	nan	nan	nan	nan	nan	nan	nan
87544	2000QL217	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	13.75	nan	nan	nan	8.65	0.322	0.11555	0.004308	0.085	0.0095
87921	2000SC318	nan	None	2.6729	nan	0.2934	nan	0.2269	nan	0.15	nan	15.09	nan	nan	nan	6.16	0.248	0.16237	0.006546	0.056	0.0071
88094	2000WT55	nan	None	3.2269	nan	0.0868	nan	0.2894	nan	0.15	nan	12.95	nan	nan	nan	14.60	0.082	0.06847	0.000384	0.050	0.0097
90111	2002XJ44	145	Adeona	2.6782	nan	0.1686	nan	0.2029	nan	0.15	nan	15.12	nan	nan	nan	5.76	0.170	0.17373	0.005140	0.077	0.0113
90350	2003GO42	nan	None	2.6970	nan	0.2595	nan	0.2160	nan	0.15	nan	14.90	nan	nan	nan	4.91	0.812	0.20193	0.033366	0.089	0.0388
91484	1999RL112	nan	None	2.6814	nan	0.2138	nan	0.4135	nan	0.15	nan	14.43	nan	nan	nan	3.75	0.412	0.26652	0.029267	0.346	0.0578
91507	1999RM160	nan	None	2.7777	nan	0.2923	nan	0.2734	nan	0.15	nan	14.33	nan	nan	nan	7.37	0.017	0.13569	0.000313	0.079	0.0134
91776	1999TJ206	nan	None	3.1708	nan	0.2106	nan	0.4611	nan	0.15	nan	13.04	nan	nan	nan	16.36	1.112	0.06110	0.004153	0.048	0.0095
92103	1999XX49	nan	None	3.0802	nan	0.2351	nan	0.0317	nan	0.15	nan	14.65	nan	nan	nan	nan	nan	nan	nan	nan	nan
93166	2000SF95	nan	None	2.4195	nan	0.2513	nan	0.1887	nan	0.15	nan	15.42	nan	nan	nan	4.70	0.172	0.21248	0.007783	0.073	0.0137
93679	2000VO11	nan	None	2.5694	nan	0.2049	nan	0.1922	nan	0.15	nan	14.68	nan	nan	nan	6.50	0.151	0.15369	0.003560	0.068	0.0123
94030	2000XC40	nan	None	2.6092	nan	0.1457	nan	0.4632	nan	0.15	nan	13.33	nan	nan	nan	10.60	0.120	0.09433	0.001066	0.084	0.0175
94292	2001DN95	702	Alauda	3.0760	nan	0.1923	nan	0.3629	nan	0.15	nan	14.60	nan	nan	nan	nan	nan	nan	nan	nan	nan
95736	2003EX5	2262	Mitidika	2.6163	nan	0.2413	nan	0.2226	nan	0.15	nan	15.21	nan	nan	nan	3.57	0.457	0.26293	0.033671	0.122	0.0304
95768	2003EF47	434	Hungaria	1.9551	nan	0.0875	nan	0.3587	nan	0.15	nan	15.66	nan	nan	nan	nan	nan	nan	nan	nan	nan
97132	1999VQ114	nan	None	2.5904	nan	0.2318	nan	0.2178	nan	0.15	nan	14.78	nan	nan	nan	4.97	0.843	0.20073	0.034037	0.094	0.0379
97274	1999XG142	4203	Brucato	2.6653	nan	0.1553	nan	0.4844	nan	0.15	nan	14.00	nan	nan	nan	9.57	0.030	0.10445	0.000322	0.071	0.0073
98393	2000UG2	nan	None	2.5626	nan	0.2303	nan	0.2328	nan	0.15	nan	14.72	nan	nan	nan	6.09	0.227	0.16290	0.006064	0.074	0.0074
98809	2000YD119	nan	None	2.5795	nan	0.2592	nan	0.2337	nan	0.15	nan	14.85	nan	nan	nan	5.91	0.104	0.16879	0.002965	0.088	0.0138
98861	2001AA44	nan	None	2.4273	nan	0.2189	nan	0.4128	nan	0.15	nan	14.84	nan	nan	nan	5.91	0.199	0.16675	0.005604	0.074	0.0076
98961	2001CP43	nan	None	2.5488	nan	0.2469	nan	0.2320	nan	0.15	nan	14.56	nan	nan	nan	6.72	0.257	0.14608	0.005577	0.082	0.0152
99895	2002QS5	nan	None	2.9312	nan	0.2308	nan	0.4431	nan	0.15	nan	13.80	nan	nan	nan	12.89	0.094	0.07747	0.000566	0.020	0.0022
100003	1983RN3	nan	None	2.3696	nan	0.2157	nan	0.0806	nan	0.15	nan	15.88	nan	nan	nan	3.74	0.529	0.24227	0.034387	0.042	0.0153
100052	1991VP5	nan	None	2.7958	nan	0.2927	nan	0.5472	nan	0.15	nan	14.30	nan	nan	nan	6.03	0.778	0.15655	0.020129	0.100	0.0288
101061	1998RL4	25	Phocaea	2.2983	nan	0.1877	nan	0.3907	nan	0.15	nan	15.82	nan	nan	nan	4.19	0.095	0.23850	0.005382	0.037	0.0063
101842	1999JL69	nan	None	2.6368	nan	0.2009	nan	0.1882	nan	0.15	nan	15.12	nan	nan	nan	4.06	1.100	0.24631	0.066733	0.096	0.0675
101903	1999RR	nan	None	3.1423	nan	0.1518	nan	0.0984	nan	0.15	nan	14.24	nan	nan	nan	7.73	0.204	0.12937	0.003446	0.075	0.0154
101926	1999RT18	nan	None	3.1271	nan	0.2455	nan	0.1644	nan	0.15	nan	14.16	nan	nan	nan	5.31	0.177	0.18818	0.006268	0.172	0.0318
102152	1999RL201	nan	None	3.1912	nan	0.3046	nan	0.3062	nan	0.15	nan	14.45	nan	nan	nan	8.08	0.241	0.12231	0.003644	0.050	0.0040
102575	1999UQ42	nan	None	2.4291	nan	0.2242	nan	0.1398	nan	0.15	nan	15.81	nan	nan	nan	3.95	0.076	0.25243	0.004830	0.065	0.0085
103286	2000AV40	145	Adeona	2.6152	nan	0.1625	nan	0.1996	nan	0.15	nan	14.41	nan	nan	nan	6.59	2.070	0.15175	0.047665	0.078	0.1050
103446	2000AS190	145	Adeona	2.6687	nan	0.1538	nan	0.1982	nan	0.15	nan	14.96	nan	nan	nan	5.88	0.096	0.16948	0.002780	0.068	0.0049
103538	2000BY17	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	15.15	nan	nan	nan	4.59	0.418	0.20888	0.018961	0.092	0.0218
104026	2000DY112	84	Klio	2.3655	nan	0.1971	nan	0.1745	nan	0.15	nan	15.71	nan	nan	nan	4.08	0.143	0.24448	0.008584	0.065	0.0094
104586	2000GP85	3	Juno	2.5975	nan	0.2257	nan	0.2268	nan	0.15	nan	15.72	nan	nan	nan	5.52	1.820	0.18116	0.059730	0.028	0.0430
105096	2000LY2	nan	None	2.7795	nan	0.2114	nan	0.5418	nan	0.15	nan	13.83	nan	nan	nan	7.92	0.364	0.12612	0.005791	0.121	0.0174
105790	2000SG122	nan	None	2.1745	nan	0.1500	nan	0.0593	nan	0.15	nan	16.23	nan	nan	nan	2.79	0.452	0.35852	0.058121	0.075	0.0250
105946	2000ST238	nan	None	2.9950	nan	0.1697	nan	0.2519	nan	0.15	nan	14.65	nan	nan	nan	6.49	0.391	0.15420	0.009297	0.088	0.0255
105992	2000SR275	375	Ursula	3.1745	nan	0.0781	nan	0.2810	nan	0.15	nan	13.73	nan	nan	nan	11.22	0.217	0.08911	0.001723	0.056	0.0035
106290	2000UR79	nan	None	3.0545	nan	0.2428	nan	0.2648	nan	0.15	nan	14.23	nan	nan	nan	8.14	0.151	0.12277	0.002283	0.073	0.0041
106293	2000US81	nan	None	2.9460	nan	0.2380	nan	0.1021	nan	0.15	nan	14.78	nan	nan	nan	6.73	0.186	0.14848	0.004104	0.066	0.0085
106378	2000VG14	nan	None	3.0827	nan	0.3359	nan	0.1846	nan	0.15	nan	14.89	nan	nan	nan	6.47	0.058	0.15453	0.001375	0.056	0.0046
106541	2000WE66	434	Hungaria	1.9132	nan	0.0416	nan	0.3748	nan	0.15	nan	15.97	nan	nan	nan	nan	nan	nan	nan	nan	nan
106767	2000XW13	25	Phocaea	2.2562	nan	0.1935	nan	0.3656	nan	0.15	nan	14.29	nan	nan	nan	7.10	0.996	0.13998	0.019642	0.054	0.0205
106989	2000YN102	nan	None	3.1142	nan	0.2461	nan	0.3504	nan	0.15	nan	14.27	nan	nan	nan	8.20	0.129	0.12197	0.001913	0.069	0.0140
107007	2000YL112	145	Adeona	2.6733	nan	0.1662	nan	0.2025	nan	0.15	nan	14.60	nan	nan	nan	7.00	0.031	0.14278	0.000632	0.065	0.0067
107812	2001FR59	145	Adeona	2.6081	nan	0.1514	nan	0.2019	nan	0.15	nan	14.55	nan	nan	nan	7.26	0.212	0.13594	0.003954	0.062	0.0072
108302	2001JL	nan	None	2.5360	nan	0.2423	nan	0.2221	nan	0.15	nan	14.88	nan	nan	nan	6.04	0.128	0.16521	0.003494	0.075	0.0056
108428	2001KB39	nan	None	2.3870	nan	0.1985	nan	0.1414	nan	0.15	nan	15.94	nan	nan	nan	2.75	0.324	0.36350	0.042812	0.122	0.0286
108670	2001OS2	nan	None	2.6472	nan	0.2127	nan	0.4767	nan	0.15	nan	14.32	nan	nan	nan	8.04	0.261	0.12430	0.004030	0.061	0.0084
108713	2001OM22	nan	None	2.4291	nan	0.1731	nan	0.2260	nan	0.15	nan	15.77	nan	nan	nan	3.85	0.631	0.25131	0.041124	0.056	0.0222
110323	2001SH282	2	Pallas	2.7299	nan	0.2772	nan	0.5422	nan	0.15	nan	14.13	nan	nan	nan	nan	nan	nan	nan	nan	nan
110702	Titostagno	nan	None	2.6858	nan	0.2463	nan	0.2366	nan	0.15	nan	15.21	nan	nan	nan	5.33	0.253	0.18450	0.008733	0.059	0.0102
110873	2001US94	145	Adeona	2.6883	nan	0.1700	nan	0.2051	nan	0.15	nan	15.32	nan	nan	nan	4.77	1.065	0.20127	0.044961	0.049	0.0440
115297	2003SQ200	nan	None	3.1749	nan	0.1024	nan	0.3979	nan	0.15	nan	14.06	nan	nan	nan	7.39	0.388	0.13535	0.007108	0.117	0.0408
115408	2003SU294	nan	None	2.6244	nan	0.1621	nan	0.4717	nan	0.15	nan	15.11	nan	nan	nan	5.87	0.362	0.16996	0.010476	0.061	0.0060
115455	2003TL12	nan	None	2.7919	nan	0.1534	nan	0.4989	nan	0.15	nan	14.15	nan	nan	nan	10.38	0.206	0.09636	0.001915	0.046	0.0095
115711	2003UR170	nan	None	2.5703	nan	0.2578	nan	0.2375	nan	0.15	nan	15.04	nan	nan	nan	4.23	0.583	0.22846	0.031519	0.103	0.0284
116376	2003YF113	31	Euphrosyne	3.1380	nan	0.1739	nan	0.4471	nan	0.15	nan	14.13	nan	nan	nan	8.55	0.133	0.11696	0.001819	0.073	0.0117
116563	2004BO83	nan	None	2.5894	nan	0.1775	nan	0.2696	nan	0.15	nan	14.38	nan	nan	nan	6.03	0.267	0.16574	0.007353	0.092	0.0154
116579	2004BD92	313	Chaldaea	2.3905	nan	0.2396	nan	0.1972	nan	0.15	nan	15.26	nan	nan	nan	5.24	0.146	0.19032	0.005297	0.067	0.0146
116812	2004EV77	163	Erigone	2.3998	nan	0.2019	nan	0.0827	nan	0.15	nan	16.14	nan	nan	nan	3.50	0.161	0.28478	0.013104	0.061	0.0143
118400	1999RB63	nan	None	3.0947	nan	0.1269	nan	0.2830	nan	0.15	nan	14.73	nan	nan	nan	6.61	0.143	0.15135	0.003276	0.070	0.0161
119000	2000YV55	nan	None	3.0503	nan	0.2065	nan	0.3890	nan	0.15	nan	13.63	nan	nan	nan	11.40	0.230	0.08775	0.001771	0.078	0.0114
119043	2001HS4	25	Phocaea	2.3068	nan	0.2312	nan	0.3937	nan	0.15	nan	15.08	nan	nan	nan	5.18	0.860	0.18290	0.030395	0.049	0.0246
119368	2001SD273	2	Pallas	2.7164	nan	0.2801	nan	0.5407	nan	0.15	nan	14.89	nan	nan	nan	nan	nan	nan	nan	nan	nan
120640	1996PN	25	Phocaea	2.3173	nan	0.2287	nan	0.3870	nan	0.15	nan	15.46	nan	nan	nan	5.08	0.039	0.19659	0.001505	0.055	0.0089
121107	1999GF5	25	Phocaea	2.3050	nan	0.2137	nan	0.3894	nan	0.15	nan	14.86	nan	nan	nan	5.32	0.099	0.17058	0.003203	0.045	0.0079
121302	1999RN203	nan	None	2.6039	nan	0.1540	nan	0.4542	nan	0.15	nan	14.61	nan	nan	nan	7.41	0.091	0.13472	0.001659	0.062	0.0110
121318	1999RY242	nan	None	2.5384	nan	0.2099	nan	0.1380	nan	0.15	nan	15.58	nan	nan	nan	3.83	0.178	0.25980	0.012053	0.082	0.0074
121516	1999UG11	nan	None	3.1603	nan	0.3037	nan	0.4047	nan	0.15	nan	13.93	nan	nan	nan	8.21	0.116	0.12075	0.001704	0.097	0.0030
121708	1999XT100	nan	None	3.1956	nan	0.2647	nan	0.4072	nan	0.15	nan	14.03	nan	nan	nan	10.53	1.400	0.09435	0.012540	0.031	0.0144
121735	1999XD185	nan	None	3.1166	nan	0.1528	nan	0.2324	nan	0.15	nan	14.77	nan	nan	nan	7.47	1.965	0.13389	0.035224	0.026	0.0134
122474	2000QQ163	nan	None	2.4419	nan	0.2393	nan	0.1791	nan	0.15	nan	15.71	nan	nan	nan	3.33	0.485	0.28127	0.040861	0.076	0.0255
123618	2000YS25	nan	None	2.5539	nan	0.1673	nan	0.2704	nan	0.15	nan	14.67	nan	nan	nan	5.46	0.205	0.18215	0.006828	0.101	0.0060
125055	2001TF227	nan	None	2.3661	nan	0.2224	nan	0.2086	nan	0.15	nan	16.22	nan	nan	nan	3.22	0.484	0.30468	0.045816	0.057	0.0251
126255	2002AR71	nan	None	2.5248	nan	0.1008	nan	0.2370	nan	0.15	nan	14.75	nan	nan	nan	7.48	0.153	0.13347	0.002728	0.050	0.0053
126701	2002CL233	nan	None	2.6796	nan	0.2814	nan	0.1199	nan	0.15	nan	15.78	nan	nan	nan	nan	nan	nan	nan	nan	nan
128409	2004LL16	313	Chaldaea	2.3816	nan	0.2345	nan	0.1902	nan	0.15	nan	15.85	nan	nan	nan	3.74	0.363	0.26164	0.025363	0.061	0.0138
130186	2000AE70	nan	None	2.8778	nan	0.1376	nan	0.1340	nan	0.15	nan	14.75	nan	nan	nan	6.74	0.114	0.14848	0.002513	0.062	0.0067
132290	2002FK22	84	Klio	2.4082	nan	0.2038	nan	0.1681	nan	0.15	nan	15.72	nan	nan	nan	4.42	0.073	0.22601	0.003720	0.061	0.0113
132300	2002GT6	313	Chaldaea	2.3962	nan	0.2313	nan	0.1824	nan	0.15	nan	15.79	nan	nan	nan	4.70	0.102	0.21248	0.004586	0.051	0.0129
132710	2002OJ14	nan	None	2.7556	nan	0.1628	nan	0.1504	nan	0.15	nan	15.16	nan	nan	nan	5.89	0.345	0.16948	0.009927	0.057	0.0100
132800	2002QM	nan	None	2.6879	nan	0.1969	nan	0.4647	nan	0.15	nan	14.35	nan	nan	nan	9.68	0.274	0.10296	0.002916	0.044	0.0041
134287	2006CG60	nan	None	3.1315	nan	0.2676	nan	0.3056	nan	0.15	nan	14.78	nan	nan	nan	7.70	0.434	0.12962	0.007312	0.039	0.0121
134790	2000EH4	nan	None	2.5687	nan	0.1890	nan	0.4830	nan	0.15	nan	14.79	nan	nan	nan	6.28	0.164	0.15908	0.004151	0.065	0.0110
135532	2002CR12	nan	None	3.0608	nan	0.2745	nan	0.2926	nan	0.15	nan	13.80	nan	nan	nan	6.66	0.096	0.15022	0.002166	0.145	0.0343
137662	1999XJ16	25	Phocaea	2.2932	nan	0.1604	nan	0.3981	nan	0.15	nan	15.81	nan	nan	nan	3.84	0.653	0.25905	0.043991	0.061	0.0222
139829	2001RG34	668	Dora	2.7744	nan	0.1940	nan	0.1381	nan	0.15	nan	15.17	nan	nan	nan	nan	nan	nan	nan	nan	nan
140276	2001SM276	nan	None	2.6403	nan	0.2142	nan	0.2629	nan	0.15	nan	15.05	nan	nan	nan	4.98	0.820	0.19979	0.032888	0.069	0.0303
140587	2001TE229	nan	None	2.9424	nan	0.0699	nan	0.2489	nan	0.15	nan	14.51	nan	nan	nan	6.82	0.239	0.14531	0.005106	0.046	0.0121
140951	2001VZ99	2	Pallas	2.7385	nan	0.2771	nan	0.5360	nan	0.15	nan	14.25	nan	nan	nan	7.11	2.110	0.14065	0.041739	0.070	0.0500
141744	2002LZ37	434	Hungaria	1.9402	nan	0.0477	nan	0.3710	nan	0.15	nan	16.71	nan	nan	nan	nan	nan	nan	nan	nan	nan
142784	2002UZ13	4203	Brucato	2.6695	nan	0.0941	nan	0.4722	nan	0.15	nan	14.42	nan	nan	nan	7.87	0.081	0.12703	0.001304	0.051	0.0102
142976	2002VN84	nan	None	2.7767	nan	0.2544	nan	0.1637	nan	0.15	nan	15.51	nan	nan	nan	4.38	0.907	0.22821	0.047235	0.076	0.0290
144313	2004DW15	nan	None	2.5952	nan	0.1562	nan	0.2551	nan	0.15	nan	14.86	nan	nan	nan	4.07	0.125	0.24594	0.007561	0.154	0.0221
144795	2004HV47	nan	None	2.6156	nan	0.1793	nan	0.2020	nan	0.15	nan	15.13	nan	nan	nan	5.43	0.090	0.18402	0.003058	0.061	0.0065
147856	2005UH343	nan	None	3.1738	nan	0.1387	nan	0.2579	nan	0.15	nan	14.48	nan	nan	nan	9.11	0.290	0.10974	0.003497	0.044	0.0112
149053	2002CW12	nan	None	2.9185	nan	0.3281	nan	0.2385	nan	0.15	nan	14.62	nan	nan	nan	7.93	0.185	0.12568	0.002933	0.055	0.0105
152763	1999LN4	4203	Brucato	2.5945	nan	0.1233	nan	0.4924	nan	0.15	nan	15.61	nan	nan	nan	3.58	0.543	0.24431	0.037065	0.068	0.0211
157074	2003UE61	31	Euphrosyne	3.1384	nan	0.1709	nan	0.4478	nan	0.15	nan	14.10	nan	nan	nan	9.22	0.249	0.10836	0.002930	0.065	0.0107
159852	2003YF143	nan	None	2.7718	nan	0.2732	nan	0.1769	nan	0.15	nan	14.93	nan	nan	nan	3.51	0.581	0.28466	0.047078	0.157	0.0517
160550	1998QM36	nan	None	2.6882	nan	0.2738	nan	0.0676	nan	0.15	nan	15.58	nan	nan	nan	5.00	0.531	0.19544	0.020736	0.042	0.0120
161278	Cesarmendoza	nan	None	2.5383	nan	0.1350	nan	0.4593	nan	0.15	nan	15.84	nan	nan	nan	4.03	0.114	0.24833	0.007028	0.057	0.0095
161822	2006WO103	nan	None	2.6435	nan	0.2180	nan	0.2386	nan	0.15	nan	15.15	nan	nan	nan	5.59	0.099	0.17871	0.003179	0.055	0.0077
162111	1998RT76	nan	None	2.7376	nan	0.2163	nan	0.1344	nan	0.15	nan	15.20	nan	nan	nan	5.61	0.192	0.17685	0.006041	0.055	0.0081
167506	2003YB105	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	15.50	nan	nan	nan	2.74	0.680	0.36496	0.090575	0.163	0.1000
169877	2002RC129	nan	None	2.7444	nan	0.2723	nan	0.3231	nan	0.15	nan	14.85	nan	nan	nan	6.76	0.492	0.13761	0.009942	0.040	0.0073
172629	2003XD17	nan	None	2.6580	nan	0.1870	nan	0.0723	nan	0.15	nan	15.83	nan	nan	nan	4.01	0.536	0.24730	0.033060	0.059	0.0209
183433	2003AT62	44	Nysa	2.3946	nan	0.1562	nan	0.0385	nan	0.15	nan	16.16	nan	nan	nan	3.15	0.296	0.30938	0.029024	0.082	0.0221
189712	2001TE183	nan	None	2.3829	nan	0.1809	nan	0.1249	nan	0.15	nan	16.07	nan	nan	nan	nan	nan	nan	nan	nan	nan
193613	2001CW13	nan	None	2.5695	nan	0.2362	nan	0.1914	nan	0.15	nan	15.12	nan	nan	nan	5.55	0.320	0.17610	0.010151	0.065	0.0152
194291	2001UC54	nan	None	2.3343	nan	0.2047	nan	0.1709	nan	0.15	nan	15.95	nan	nan	nan	3.31	0.369	0.27644	0.030538	0.077	0.0234
196138	2002TX253	nan	None	3.1741	nan	0.1261	nan	0.4142	nan	0.15	nan	14.55	nan	nan	nan	6.74	0.135	0.14839	0.002973	0.089	0.0216
200358	2000OO37	84	Klio	2.4107	nan	0.2107	nan	0.1856	nan	0.15	nan	15.80	nan	nan	nan	3.07	0.235	0.27238	0.020680	0.074	0.0108
205163	2000AK133	nan	None	2.6790	nan	0.2056	nan	0.4708	nan	0.15	nan	15.15	nan	nan	nan	6.81	0.269	0.14620	0.005778	0.045	0.0054
209264	2003WE192	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	16.17	nan	nan	nan	2.25	0.405	0.44014	0.079090	0.124	0.0406
218074	2002GR70	nan	None	3.1466	nan	0.2483	nan	0.2613	nan	0.15	nan	14.40	nan	nan	nan	8.63	0.106	0.11585	0.001420	0.045	0.0058
